ID_Customer,Customer_Name,Customer_Segment,Customer_Size,Industry,Region_CC,Region_OC,Country,Acquisition_Channel,Customer_Start_Date
C00501,Prime Trading BV 0501,SMB,Small,Public Administration,DACH,North,Spain,Inbound,2021-07-01
C00502,Everline Solutions AG 0502,Mid-Market,Medium,Energy,DACH,West,Germany,Website,2021-06-01
C00503,Everline Systems GmbH 0503,SMB,Small,Healthcare,Western Europe,East,Germany,Referral,2022-04-01
C00504,Everline Industries AG 0504,Enterprise,Very Large,Manufacturing,DACH,North,Austria,Referral,2020-09-01
C00505,Silverline Retail Group Group 0505,Mid-Market,Very Large,Energy,DACH,East,Italy,Outbound Sales,2024-05-01
C00506,Vertex Supplies SAS 0506,Mid-Market,Large,Public Administration,DACH,West,Spain,Outbound Sales,2022-06-01
C00507,Northstar Systems Group 0507,SMB,Small,Public Administration,DACH,South,Austria,Outbound Sales,2022-06-01
C00508,ClearView Solutions SRL 0508,Mid-Market,Large,Healthcare,Western Europe,North,France,Referral,2020-09-01
C00509,UrbanGrid Medical AG 0509,Enterprise,Large,Manufacturing,Western Europe,North,Italy,Partner,2024-03-01
C00510,Northstar Systems AG 0510,SMB,Small,Manufacturing,Western Europe,Unknown,Italy,Trade Fair,2024-07-01
C00511,Summit Logistics GmbH 0511,Mid-Market,Large,Retail,Western Europe,Central,Italy,Website,2022-05-01
C00512,IronBridge Systems BV 0512,Mid-Market,Large,Retail,Southern Europe,South,Germany,Trade Fair,2020-10-01
C00513,BluePeak Manufacturing SRL 0513,Mid-Market,Small,Retail,Benelux,Central,Belgium,Partner,2021-06-01
C00514,BrightPath Systems GmbH 0514,Mid-Market,Large,Public Administration,Western Europe,North,Switzerland,Inbound,2021-10-01
C00515,Redwood Partners SRL 0515,SMB,Medium,Food & Beverage,DACH,West,Austria,Inbound,2022-02-01
C00516,Everline Supplies Group 0516,Enterprise,Large,Public Administration,DACH,Central,Spain,Referral,2021-12-01
C00517,Nexora Industries SAS 0517,Distributor,Medium,Manufacturing,DACH,Unknown,Switzerland,Website,2022-01-01
C00518,BrightPath Technologies GmbH 0518,Distributor,Very Large,Retail,Southern Europe,Central,Germany,Partner,2022-01-01
C00519,Summit Trading BV 0519,Mid-Market,Medium,Manufacturing,Southern Europe,South,Germany,Inbound,2021-04-01
C00520,Greenfield Services SAS 0520,Enterprise,Medium,Logistics,DACH,South,Austria,Outbound Sales,2021-03-01
C00521,UrbanGrid Systems GmbH 0521,Distributor,Large,Healthcare,DACH,North,Germany,Unknown,2022-03-01
C00522,Prime Trading GmbH 0522,SMB,Medium,Retail,Western Europe,North,Germany,Inbound,2022-11-01
C00523,BluePeak Industries GmbH 0523,Distributor,Large,Healthcare,Western Europe,West,France,Website,2021-05-01
C00524,IronBridge Retail Group AG 0524,Mid-Market,Small,Logistics,Southern Europe,Central,Italy,Partner,2021-09-01
C00525,BluePeak Supplies SAS 0525,Public Sector,Very Large,Manufacturing,DACH,Central,France,Outbound Sales,2021-07-01
C00526,Northstar Supplies Ltd 0526,SMB,Small,Manufacturing,Southern Europe,South,Switzerland,Inbound,2022-07-01
C00527,Vertex Medical SRL 0527,Mid-Market,Medium,Manufacturing,Southern Europe,South,Netherlands,Outbound Sales,2022-10-01
C00528,Prime Retail Group AG 0528,Mid-Market,Very Large,Healthcare,DACH,West,Germany,Partner,2021-05-01
C00529,Redwood Medical SRL 0529,SMB,Medium,Retail,DACH,South,Switzerland,Partner,2021-03-01
C00530,Atlas Industries BV 0530,Enterprise,Large,Manufacturing,DACH,East,Germany,Website,2022-09-01
C00531,Everline Logistics SAS 0531,SMB,Medium,Construction,DACH,East,France,Partner,2021-06-01
C00532,Northstar Partners BV 0532,Public Sector,Large,Retail,Southern Europe,West,France,Outbound Sales,2023-01-01
C00533,ClearView Solutions AG 0533,SMB,Medium,Healthcare,DACH,East,Italy,Inbound,2022-12-01
C00534,IronBridge Logistics SAS 0534,Mid-Market,Large,Manufacturing,Western Europe,North,France,Inbound,2022-12-01
C00535,Northstar Manufacturing SRL 0535,SMB,Small,Retail,DACH,West,Germany,Outbound Sales,2021-10-01
C00536,BrightPath Services AG 0536,Enterprise,Very Large,Technology,Western Europe,North,Germany,Partner,2022-01-01
C00537,UrbanGrid Partners SAS 0537,Enterprise,Large,Retail,Southern Europe,South,France,Outbound Sales,2021-12-01
C00538,Greenfield Industries AG 0538,Enterprise,Large,Energy,DACH,West,Austria,Inbound,2020-09-01
C00539,Silverline Trading SAS 0539,Enterprise,Very Large,Automotive,DACH,Central,Italy,Website,2024-07-01
C00540,BrightPath Systems SRL 0540,SMB,Small,Construction,Southern Europe,East,Germany,Referral,2022-01-01
C00541,BluePeak Solutions BV 0541,Enterprise,Very Large,Manufacturing,DACH,North,Germany,Trade Fair,2022-12-01
C00542,Atlas Solutions LLC 0542,Mid-Market,Large,Technology,DACH,Central,Germany,Partner,2021-08-01
C00543,UrbanGrid Services LLC 0543,SMB,Large,Retail,Benelux,North,Switzerland,Referral,2022-02-01
C00544,BrightPath Technologies BV 0544,Distributor,Large,Healthcare,DACH,West,Belgium,Inbound,2024-09-01
C00545,ClearView Industries Group 0545,SMB,Medium,Retail,DACH,West,Spain,Partner,2022-04-01
C00546,Atlas Services Ltd 0546,SMB,Medium,Construction,Western Europe,North,Italy,Unknown,2023-09-01
C00547,Vertex Supplies SAS 0547,SMB,Small,Healthcare,Southern Europe,South,France,Partner,2022-10-01
C00548,BluePeak Services Ltd 0548,Mid-Market,Medium,Technology,DACH,West,Switzerland,Website,2021-11-01
C00549,BluePeak Retail Group SAS 0549,SMB,Small,Technology,DACH,East,Spain,Outbound Sales,2021-12-01
C00550,UrbanGrid Supplies SAS 0550,Public Sector,Large,Construction,Benelux,South,France,Partner,2022-01-01
C00551,Vertex Partners Ltd 0551,Mid-Market,Large,Technology,DACH,South,Switzerland,Outbound Sales,2022-10-01
C00552,Nexora Energy SAS 0552,Distributor,Medium,Construction,DACH,Unknown,Spain,Outbound Sales,2021-04-01
C00553,Everline Medical AG 0553,Enterprise,Very Large,Healthcare,Western Europe,West,Germany,Referral,2021-03-01
C00554,Northstar Systems BV 0554,Enterprise,Very Large,Public Administration,DACH,West,Germany,Website,2023-03-01
C00555,Summit Manufacturing Group 0555,Mid-Market,Large,Healthcare,Western Europe,North,Germany,Partner,2021-10-01
C00556,Greenfield Logistics LLC 0556,Mid-Market,Large,Technology,DACH,North,France,Inbound,2021-05-01
C00557,BluePeak Distribution Group 0557,Mid-Market,Medium,Manufacturing,Western Europe,South,France,Partner,2022-04-01
C00558,ClearView Technologies LLC 0558,Mid-Market,Large,Logistics,DACH,North,Netherlands,Trade Fair,2021-07-01
C00559,BrightPath Solutions Ltd 0559,Mid-Market,Large,Technology,Southern Europe,East,Germany,Trade Fair,2023-11-01
C00560,Atlas Solutions GmbH 0560,SMB,Medium,Healthcare,Benelux,South,Spain,Trade Fair,2021-05-01
C00561,Greenfield Supplies BV 0561,Public Sector,Very Large,Construction,DACH,West,Italy,Partner,2021-09-01
C00562,Redwood Retail Group GmbH 0562,Mid-Market,Medium,Technology,Benelux,South,Netherlands,Trade Fair,2022-10-01
C00563,NovaCore Trading Ltd 0563,Enterprise,Very Large,Healthcare,DACH,East,Italy,Partner,2020-08-01
C00564,IronBridge Services Group 0564,Mid-Market,Large,Food & Beverage,DACH,Central,France,Inbound,2020-12-01
C00565,Prime Retail Group AG 0565,SMB,Small,Public Administration,Western Europe,West,Germany,Trade Fair,2021-02-01
C00566,UrbanGrid Solutions GmbH 0566,Mid-Market,Medium,Automotive,Benelux,South,France,Inbound,2022-09-01
C00567,Redwood Industries BV 0567,SMB,Small,Healthcare,DACH,North,Belgium,Partner,2022-03-01
C00568,Atlas Supplies SRL 0568,SMB,Medium,Food & Beverage,Southern Europe,Unknown,Germany,Partner,2021-12-01
C00569,UrbanGrid Systems LLC 0569,SMB,Small,Food & Beverage,DACH,Central,Germany,Inbound,2022-06-01
C00570,IronBridge Partners BV 0570,Distributor,Medium,Construction,Southern Europe,East,France,Partner,2022-09-01
C00571,Vertex Distribution Ltd 0571,SMB,Medium,Technology,Western Europe,East,Netherlands,Trade Fair,2021-12-01
C00572,Prime Trading Ltd 0572,Public Sector,Very Large,Public Administration,DACH,North,Italy,Website,2022-01-01
C00573,Vertex Technologies Group 0573,Distributor,Large,Healthcare,DACH,South,Spain,Outbound Sales,2021-11-01
C00574,Silverline Technologies SRL 0574,Enterprise,Large,Manufacturing,DACH,Central,Germany,Outbound Sales,2023-09-01
C00575,BluePeak Trading Group 0575,Enterprise,Small,Technology,DACH,South,Germany,Referral,2022-09-01
C00576,Summit Distribution GmbH 0576,Mid-Market,Medium,Public Administration,Benelux,West,Germany,Partner,2023-01-01
C00577,NovaCore Solutions LLC 0577,Mid-Market,Large,Technology,DACH,North,Germany,Trade Fair,2021-06-01
C00578,Atlas Distribution GmbH 0578,Distributor,Large,Manufacturing,DACH,North,Austria,Website,2023-08-01
C00579,Vertex Supplies Group 0579,Mid-Market,Large,Automotive,Western Europe,Unknown,Italy,Referral,2022-11-01
C00580,UrbanGrid Solutions SRL 0580,Mid-Market,Medium,Food & Beverage,Southern Europe,East,Germany,Outbound Sales,2022-02-01
C00581,Greenfield Energy GmbH 0581,Distributor,Large,Retail,Western Europe,Central,Netherlands,Inbound,2021-04-01
C00582,IronBridge Solutions Ltd 0582,Mid-Market,Large,Food & Beverage,Benelux,Central,Italy,Partner,2022-09-01
C00583,Nexora Manufacturing GmbH 0583,Mid-Market,Medium,Manufacturing,DACH,North,Switzerland,Trade Fair,2022-03-01
C00584,Nexora Manufacturing Group 0584,SMB,Small,Energy,DACH,East,Belgium,Partner,2022-05-01
C00585,Northstar Distribution SAS 0585,Enterprise,Large,Food & Beverage,Southern Europe,Central,France,Partner,2021-11-01
C00586,Nexora Logistics GmbH 0586,Mid-Market,Medium,Retail,DACH,South,France,Trade Fair,2020-12-01
C00587,BrightPath Systems BV 0587,SMB,Medium,Logistics,DACH,West,Austria,Referral,2022-02-01
C00588,Everline Systems Ltd 0588,Mid-Market,Large,Retail,Western Europe,East,Germany,Partner,2020-08-01
C00589,BrightPath Manufacturing LLC 0589,SMB,Small,Healthcare,Southern Europe,Central,Spain,Outbound Sales,2022-11-01
C00590,Greenfield Medical LLC 0590,Mid-Market,Small,Energy,Southern Europe,Unknown,Switzerland,Referral,2022-11-01
C00591,Northstar Supplies BV 0591,Mid-Market,Medium,Logistics,DACH,East,Netherlands,Outbound Sales,2021-06-01
C00592,NovaCore Energy GmbH 0592,SMB,Small,Construction,Western Europe,West,Italy,Trade Fair,2022-02-01
C00593,Silverline Distribution AG 0593,Distributor,Large,Retail,Southern Europe,North,Spain,Partner,2021-10-01
C00594,UrbanGrid Solutions LLC 0594,Enterprise,Large,Energy,Western Europe,Central,Netherlands,Partner,2023-01-01
C00595,IronBridge Logistics AG 0595,Distributor,Medium,Retail,Western Europe,Unknown,France,Inbound,2021-04-01
C00596,NovaCore Logistics BV 0596,Public Sector,Large,Automotive,DACH,Central,Netherlands,Partner,2021-02-01
C00597,Summit Services AG 0597,SMB,Small,Energy,DACH,West,Germany,Website,2022-05-01
C00598,Redwood Systems BV 0598,Distributor,Large,Automotive,Western Europe,South,Spain,Website,2024-02-01
C00599,Northstar Medical LLC 0599,Public Sector,Medium,Technology,DACH,South,France,Inbound,2022-07-01
C00600,Vertex Medical Ltd 0600,Mid-Market,Very Large,Manufacturing,DACH,West,France,Partner,2022-06-01
C00601,IronBridge Partners GmbH 0601,SMB,Small,Construction,DACH,West,France,Inbound,2023-10-01
C00602,Everline Services SAS 0602,Enterprise,Very Large,Construction,DACH,West,Austria,Partner,2021-04-01
C00603,BluePeak Technologies Group 0603,SMB,Small,Manufacturing,DACH,West,Germany,Website,2022-10-01
C00604,ClearView Solutions SRL 0604,Mid-Market,Large,Technology,Southern Europe,Central,France,Outbound Sales,2021-06-01
C00605,UrbanGrid Services Ltd 0605,SMB,Medium,Energy,Southern Europe,South,Spain,Partner,2021-01-01
C00606,Nexora Solutions BV 0606,SMB,Medium,Construction,DACH,Central,Netherlands,Outbound Sales,2023-04-01
C00607,Northstar Services Group 0607,SMB,Small,Technology,DACH,South,Italy,Trade Fair,2020-10-01
C00608,ClearView Retail Group Group 0608,SMB,Small,Energy,Southern Europe,Central,France,Partner,2021-09-01
C00609,Vertex Medical Group 0609,Public Sector,Small,Energy,DACH,Central,Spain,Outbound Sales,2021-04-01
C00610,Prime Supplies LLC 0610,Mid-Market,Large,Construction,Western Europe,East,Germany,Referral,2021-09-01
C00611,Atlas Technologies LLC 0611,Mid-Market,Medium,Automotive,Southern Europe,West,Netherlands,Website,2022-08-01
C00612,Prime Distribution LLC 0612,Public Sector,Medium,Technology,DACH,North,France,Inbound,2022-08-01
C00613,ClearView Retail Group BV 0613,Mid-Market,Very Large,Logistics,Benelux,West,Austria,Trade Fair,2022-12-01
C00614,ClearView Technologies GmbH 0614,Distributor,Large,Logistics,DACH,East,Switzerland,Inbound,2022-02-01
C00615,IronBridge Logistics BV 0615,Public Sector,Small,Technology,DACH,East,Germany,Website,2022-12-01
C00616,Vertex Distribution GmbH 0616,Public Sector,Medium,Construction,Western Europe,Central,Germany,Inbound,2023-01-01
C00617,Silverline Systems LLC 0617,Mid-Market,Medium,Manufacturing,Benelux,Central,Germany,Trade Fair,2022-06-01
C00618,Silverline Logistics Ltd 0618,Mid-Market,Small,Healthcare,Western Europe,South,Belgium,Website,2021-03-01
C00619,Nexora Technologies Group 0619,Mid-Market,Medium,Construction,Western Europe,South,Germany,Inbound,2022-04-01
C00620,UrbanGrid Retail Group BV 0620,Enterprise,Large,Manufacturing,Western Europe,West,France,Trade Fair,2022-09-01
C00621,ClearView Solutions SAS 0621,Mid-Market,Medium,Logistics,DACH,Central,Austria,Referral,2020-09-01
C00622,Silverline Retail Group AG 0622,Distributor,Large,Healthcare,DACH,South,Italy,Partner,2020-08-01
C00623,BrightPath Solutions Ltd 0623,SMB,Medium,Technology,DACH,North,Italy,Outbound Sales,2024-02-01
C00624,Greenfield Partners BV 0624,Mid-Market,Large,Manufacturing,DACH,North,Germany,Website,2020-09-01
C00625,Summit Manufacturing SRL 0625,SMB,Medium,Logistics,DACH,West,Austria,Outbound Sales,2021-08-01
C00626,Nexora Technologies SAS 0626,Enterprise,Very Large,Food & Beverage,Benelux,South,Germany,Partner,2020-11-01
C00627,Silverline Manufacturing AG 0627,SMB,Small,Construction,Southern Europe,North,France,Partner,2021-09-01
C00628,Nexora Medical LLC 0628,SMB,Medium,Manufacturing,Southern Europe,West,Austria,Partner,2022-09-01
C00629,ClearView Services Group 0629,SMB,Very Large,Logistics,DACH,Unknown,Austria,Partner,2022-02-01
C00630,Atlas Energy AG 0630,Mid-Market,Large,Public Administration,Western Europe,North,Switzerland,Partner,2022-03-01
C00631,BluePeak Services Group 0631,SMB,Medium,Energy,Benelux,South,France,Outbound Sales,2022-03-01
C00632,Vertex Distribution Ltd 0632,Mid-Market,Large,Retail,DACH,West,Germany,Partner,2020-08-01
C00633,Silverline Logistics Group 0633,Mid-Market,Large,Logistics,Southern Europe,West,Austria,Outbound Sales,2021-07-01
C00634,IronBridge Industries GmbH 0634,Mid-Market,Small,Automotive,DACH,West,Italy,Partner,2021-07-01
C00635,Atlas Services SRL 0635,Distributor,Large,Energy,DACH,North,Austria,Outbound Sales,2020-10-01
C00636,Northstar Solutions Ltd 0636,Mid-Market,Large,Manufacturing,DACH,Central,Italy,Outbound Sales,2021-03-01
C00637,Nexora Supplies SRL 0637,Mid-Market,Medium,Retail,Western Europe,Central,Italy,Partner,2020-09-01
C00638,UrbanGrid Industries AG 0638,Mid-Market,Large,Public Administration,Southern Europe,West,Netherlands,Partner,2022-09-01
C00639,BrightPath Logistics Group 0639,SMB,Medium,Energy,Southern Europe,North,Netherlands,Website,2022-04-01
C00640,Nexora Medical SRL 0640,Distributor,Large,Manufacturing,Benelux,South,Netherlands,Website,2020-08-01
C00641,Summit Medical SRL 0641,Distributor,Small,Healthcare,Western Europe,West,Spain,Trade Fair,2022-11-01
C00642,Redwood Partners GmbH 0642,Enterprise,Large,Manufacturing,Western Europe,North,Switzerland,Outbound Sales,2022-03-01
C00643,Greenfield Industries GmbH 0643,Mid-Market,Large,Manufacturing,Benelux,West,Italy,Partner,2021-06-01
C00644,BluePeak Technologies LLC 0644,SMB,Medium,Construction,DACH,Unknown,Netherlands,Outbound Sales,2023-01-01
C00645,ClearView Industries Group 0645,Mid-Market,Medium,Energy,Western Europe,Unknown,France,Inbound,2020-12-01
C00646,Summit Manufacturing AG 0646,Enterprise,Large,Automotive,Western Europe,South,Spain,Website,2024-10-01
C00647,Everline Manufacturing GmbH 0647,Mid-Market,Large,Construction,Benelux,East,Switzerland,Outbound Sales,2022-05-01
C00648,BrightPath Supplies Ltd 0648,Distributor,Medium,Retail,DACH,North,Netherlands,Inbound,2024-05-01
C00649,Silverline Industries Ltd 0649,Public Sector,Large,Construction,Southern Europe,East,France,Referral,2022-05-01
C00650,Redwood Manufacturing Group 0650,Distributor,Very Large,Healthcare,Benelux,South,Germany,Referral,2020-12-01
C00651,Everline Logistics SAS 0651,SMB,Medium,Logistics,DACH,South,Germany,Outbound Sales,2020-09-01
C00652,Silverline Manufacturing GmbH 0652,Public Sector,Small,Manufacturing,DACH,South,Austria,Inbound,2021-02-01
C00653,Nexora Distribution Group 0653,Mid-Market,Large,Food & Beverage,Southern Europe,East,Switzerland,Outbound Sales,2021-06-01
C00654,NovaCore Services BV 0654,Mid-Market,Medium,Logistics,DACH,West,Germany,Trade Fair,2021-03-01
C00655,Atlas Manufacturing AG 0655,Enterprise,Very Large,Energy,DACH,North,Austria,Outbound Sales,2024-08-01
C00656,Vertex Distribution Group 0656,SMB,Medium,Healthcare,Southern Europe,West,Belgium,Trade Fair,2022-11-01
C00657,Prime Logistics Group 0657,Enterprise,Small,Construction,Benelux,Central,Germany,Trade Fair,2023-03-01
C00658,Nexora Manufacturing BV 0658,Enterprise,Medium,Energy,DACH,South,Italy,Partner,2023-11-01
C00659,Nexora Energy BV 0659,Public Sector,Large,Technology,Western Europe,North,Austria,Website,2022-06-01
C00660,Vertex Distribution Ltd 0660,Public Sector,Small,Healthcare,Southern Europe,South,Germany,Partner,2021-11-01
C00661,Nexora Services BV 0661,Mid-Market,Large,Construction,Benelux,East,Germany,Referral,2022-08-01
C00662,Silverline Industries AG 0662,Mid-Market,Large,Healthcare,Benelux,West,Germany,Inbound,2021-10-01
C00663,BrightPath Industries GmbH 0663,Distributor,Large,Retail,Southern Europe,North,Netherlands,Partner,2020-09-01
C00664,Northstar Distribution AG 0664,SMB,Medium,Automotive,Western Europe,North,Austria,Trade Fair,2021-10-01
C00665,Northstar Services GmbH 0665,SMB,Small,Food & Beverage,DACH,East,Italy,Inbound,2024-02-01
C00666,Silverline Energy GmbH 0666,Mid-Market,Medium,Public Administration,DACH,South,Spain,Inbound,2020-10-01
C00667,Vertex Manufacturing Group 0667,Mid-Market,Very Large,Logistics,DACH,West,Austria,Website,2022-07-01
C00668,Northstar Medical Group 0668,SMB,Small,Logistics,Southern Europe,South,Germany,Outbound Sales,2021-05-01
C00669,UrbanGrid Services Group 0669,SMB,Large,Retail,DACH,North,France,Partner,2022-06-01
C00670,Everline Systems SRL 0670,Mid-Market,Very Large,Manufacturing,Benelux,North,Italy,Outbound Sales,2022-01-01
C00671,Nexora Systems Ltd 0671,Enterprise,Very Large,Food & Beverage,Southern Europe,North,Germany,Referral,2021-01-01
C00672,BrightPath Industries Ltd 0672,SMB,Small,Manufacturing,Benelux,Central,Belgium,Referral,2022-04-01
C00673,NovaCore Industries Group 0673,SMB,Medium,Retail,Benelux,East,Spain,Partner,2022-01-01
C00674,Summit Retail Group GmbH 0674,Distributor,Very Large,Public Administration,Southern Europe,South,Germany,Outbound Sales,2024-08-01
C00675,IronBridge Medical Ltd 0675,Distributor,Medium,Technology,DACH,North,Spain,Outbound Sales,2021-03-01
C00676,BrightPath Supplies BV 0676,Enterprise,Very Large,Food & Beverage,Benelux,East,Germany,Inbound,2021-03-01
C00677,Northstar Retail Group Group 0677,Enterprise,Large,Automotive,DACH,West,Netherlands,Trade Fair,2023-02-01
C00678,ClearView Technologies AG 0678,Mid-Market,Small,Construction,Western Europe,North,France,Outbound Sales,2021-05-01
C00679,Summit Trading Group 0679,SMB,Medium,Public Administration,Southern Europe,Central,Germany,Inbound,2021-02-01
C00680,Everline Solutions AG 0680,Mid-Market,Large,Retail,Benelux,South,Italy,Partner,2021-10-01
C00681,Everline Energy SRL 0681,SMB,Small,Automotive,Western Europe,Central,Switzerland,Inbound,2022-02-01
C00682,BluePeak Logistics BV 0682,Distributor,Large,Technology,DACH,South,France,Partner,2023-01-01
C00683,Northstar Supplies Group 0683,Mid-Market,Large,Manufacturing,Western Europe,East,Netherlands,Partner,2022-01-01
C00684,Nexora Retail Group SRL 0684,Mid-Market,Medium,Retail,DACH,South,Italy,Inbound,2021-09-01
C00685,ClearView Solutions GmbH 0685,SMB,Medium,Technology,DACH,Central,France,Outbound Sales,2024-01-01
C00686,BrightPath Trading Ltd 0686,Enterprise,Large,Energy,DACH,Central,Germany,Outbound Sales,2020-12-01
C00687,BrightPath Distribution LLC 0687,SMB,Small,Manufacturing,Benelux,West,France,Partner,2021-02-01
C00688,Vertex Trading Group 0688,SMB,Medium,Retail,Southern Europe,East,Austria,Website,2021-02-01
C00689,Atlas Solutions SRL 0689,Enterprise,Medium,Retail,Western Europe,North,Netherlands,Trade Fair,2024-09-01
C00690,Redwood Systems SRL 0690,Mid-Market,Very Large,Technology,Southern Europe,East,Germany,Outbound Sales,2022-05-01
C00691,IronBridge Services AG 0691,Distributor,Medium,Technology,DACH,Central,Spain,Trade Fair,2023-10-01
C00692,Silverline Technologies SAS 0692,Distributor,Large,Healthcare,Western Europe,West,Spain,Outbound Sales,2020-12-01
C00693,Nexora Energy SAS 0693,Distributor,Large,Healthcare,DACH,West,Germany,Referral,2020-11-01
C00694,Atlas Distribution Ltd 0694,Mid-Market,Very Large,Manufacturing,Western Europe,South,Germany,Partner,2021-05-01
C00695,Nexora Manufacturing Ltd 0695,SMB,Large,Construction,Benelux,South,Italy,Referral,2020-10-01
C00696,BluePeak Logistics SRL 0696,Enterprise,Very Large,Healthcare,Western Europe,South,Belgium,Outbound Sales,2022-03-01
C00697,BrightPath Distribution SRL 0697,SMB,Medium,Retail,DACH,East,Switzerland,Outbound Sales,2023-02-01
C00698,UrbanGrid Manufacturing GmbH 0698,Mid-Market,Large,Logistics,Southern Europe,North,Austria,Outbound Sales,2022-10-01
C00699,UrbanGrid Manufacturing GmbH 0699,Distributor,Large,Energy,Western Europe,North,Germany,Outbound Sales,2022-06-01
C00700,BluePeak Manufacturing BV 0700,SMB,Medium,Manufacturing,DACH,West,Germany,Referral,2024-07-01
C00701,BluePeak Industries SRL 0701,Public Sector,Very Large,Healthcare,DACH,South,Germany,Trade Fair,2024-04-01
C00702,UrbanGrid Logistics LLC 0702,SMB,Small,Food & Beverage,Western Europe,North,Germany,Website,2022-03-01
C00703,IronBridge Partners Ltd 0703,Mid-Market,Medium,Energy,Western Europe,Central,Belgium,Unknown,2021-06-01
C00704,UrbanGrid Services LLC 0704,Mid-Market,Very Large,Manufacturing,Benelux,North,France,Website,2022-08-01
C00705,BluePeak Technologies GmbH 0705,Mid-Market,Large,Construction,DACH,East,Austria,Inbound,2020-08-01
C00706,Vertex Distribution GmbH 0706,SMB,Small,Logistics,DACH,Unknown,Germany,Outbound Sales,2022-08-01
C00707,IronBridge Distribution AG 0707,SMB,Small,Retail,Benelux,South,Spain,Outbound Sales,2022-04-01
C00708,NovaCore Technologies LLC 0708,Distributor,Large,Energy,DACH,South,Switzerland,Inbound,2022-06-01
C00709,BrightPath Trading AG 0709,Public Sector,Medium,Healthcare,Western Europe,Central,Spain,Inbound,2021-05-01
C00710,Prime Retail Group SRL 0710,Enterprise,Very Large,Manufacturing,Southern Europe,Central,Netherlands,Website,2021-01-01
C00711,NovaCore Retail Group LLC 0711,Mid-Market,Medium,Food & Beverage,Benelux,Central,Switzerland,Trade Fair,2020-11-01
C00712,IronBridge Industries GmbH 0712,Distributor,Large,Automotive,DACH,East,Germany,Outbound Sales,2022-07-01
C00713,Redwood Retail Group GmbH 0713,Public Sector,Large,Food & Beverage,Western Europe,Central,Germany,Referral,2022-03-01
C00714,Northstar Distribution AG 0714,SMB,Large,Technology,Southern Europe,West,Italy,Outbound Sales,2023-05-01
C00715,Prime Retail Group SAS 0715,SMB,Small,Healthcare,DACH,West,Belgium,Website,2021-12-01
C00716,Atlas Services LLC 0716,SMB,Medium,Retail,Western Europe,North,Netherlands,Referral,2023-01-01
C00717,Redwood Trading SRL 0717,Mid-Market,Medium,Food & Beverage,Benelux,East,France,Trade Fair,2022-01-01
C00718,Northstar Distribution GmbH 0718,Mid-Market,Large,Food & Beverage,DACH,West,Spain,Website,2021-04-01
C00719,Nexora Trading GmbH 0719,SMB,Small,Logistics,Western Europe,North,Spain,Website,2021-08-01
C00720,BluePeak Manufacturing LLC 0720,Mid-Market,Large,Healthcare,DACH,Central,France,Unknown,2022-10-01
C00721,IronBridge Technologies Group 0721,Mid-Market,Large,Manufacturing,DACH,East,Netherlands,Inbound,2023-01-01
C00722,Northstar Services SAS 0722,Mid-Market,Small,Healthcare,Western Europe,East,Belgium,Website,2020-09-01
C00723,BrightPath Industries LLC 0723,Mid-Market,Medium,Technology,Southern Europe,West,Spain,Partner,2022-11-01
C00724,Atlas Partners AG 0724,Mid-Market,Medium,Automotive,DACH,South,Spain,Trade Fair,2022-06-01
C00725,Northstar Medical SAS 0725,Mid-Market,Large,Technology,Southern Europe,West,Germany,Partner,2021-08-01
C00726,Summit Medical BV 0726,SMB,Large,Public Administration,DACH,Unknown,Austria,Outbound Sales,2023-02-01
C00727,NovaCore Services Ltd 0727,Mid-Market,Medium,Retail,DACH,Central,France,Inbound,2021-06-01
C00728,Everline Solutions LLC 0728,SMB,Small,Logistics,DACH,South,Switzerland,Outbound Sales,2022-04-01
C00729,Greenfield Technologies SRL 0729,Mid-Market,Large,Healthcare,Benelux,South,Germany,Outbound Sales,2022-01-01
C00730,UrbanGrid Energy SRL 0730,Public Sector,Large,Energy,Western Europe,East,Netherlands,Outbound Sales,2020-08-01
C00731,UrbanGrid Partners Ltd 0731,Mid-Market,Large,Logistics,Western Europe,West,Germany,Referral,2022-10-01
C00732,IronBridge Retail Group BV 0732,SMB,Medium,Manufacturing,DACH,East,Switzerland,Outbound Sales,2022-09-01
C00733,Atlas Logistics SRL 0733,Enterprise,Very Large,Healthcare,Western Europe,Central,Italy,Partner,2023-09-01
C00734,Atlas Technologies AG 0734,Public Sector,Large,Energy,Western Europe,Central,Germany,Outbound Sales,2022-03-01
C00735,Redwood Energy AG 0735,Distributor,Medium,Automotive,Benelux,West,Germany,Outbound Sales,2021-08-01
C00736,Everline Services Ltd 0736,Mid-Market,Very Large,Energy,Southern Europe,South,Switzerland,Inbound,2022-09-01
C00737,BrightPath Trading LLC 0737,Public Sector,Very Large,Retail,DACH,North,Belgium,Outbound Sales,2021-10-01
C00738,Redwood Distribution AG 0738,Enterprise,Very Large,Public Administration,Southern Europe,East,Spain,Outbound Sales,2023-12-01
C00739,UrbanGrid Partners AG 0739,Enterprise,Very Large,Automotive,Southern Europe,South,Italy,Partner,2021-07-01
C00740,ClearView Retail Group LLC 0740,Enterprise,Very Large,Technology,DACH,East,Germany,Partner,2023-10-01
C00741,Summit Services GmbH 0741,Mid-Market,Medium,Manufacturing,DACH,West,Germany,Website,2020-10-01
C00742,Northstar Solutions Group 0742,Mid-Market,Small,Technology,DACH,West,France,Outbound Sales,2022-03-01
